time,vx,vy
2.69,-0.5,-1.6
2.7,-0.9,-1.6
2.71,-1,-1.6
2.72,-1.2,-1.6
2.73,-1.3,-1.5
2.74,-1.3,-1.4
2.75,-1.2,-1.2
2.76,-1,-1
2.77,-0.9,-0.7
2.78,-0.7,-0.5
2.79,-0.7,-0.3
2.8,-0.7,-0.1
2.81,-0.7,-0.2
2.82,-0.7,-0.1
2.83,-0.7,-0.1
2.84,-0.6,-0.2
2.85,-0.5,-0.2
2.86,-0.4,-0.2
2.87,-0.3,-0.1
2.88,-0.2,0
2.89,-0.2,0.2
2.9,-0.4,0.3
2.91,-0.6,0.6
2.92,-0.8,0.8
2.93,-0.9,1
2.94,-1,1.3
2.95,-0.9,1.5
2.96,-0.9,1.8
2.97,-0.8,1.9
2.98,-0.8,2.1
2.99,-0.7,2.1
3,-0.7,2.1
3.01,-0.8,1.9
3.02,-0.8,1.8
3.03,-0.7,1.5
3.04,-0.7,1.3
3.05,-0.6,1.2
3.06,-0.4,1.1
3.07,-0.1,1.1
3.08,0.1,1.2
3.09,0.2,1.1
3.1,0.3,1.2
3.11,0.3,1.2
3.12,0.2,1.2
3.13,0,1.2
3.14,-0.2,1.2
3.15,-0.3,1.2
3.16,-0.3,1.2
3.17,-0.2,1.2
3.18,-0.2,1.2
3.19,-0.1,1.1
3.2,0.1,1
3.21,0,0.8
3.22,0,0.8
3.23,-0.1,0.6
3.24,-0.2,0.6
3.25,-0.2,0.5
3.26,-0.2,0.6
3.27,-0.2,0.5
3.28,-0.1,0.4
3.29,0,0.3
3.3,0.1,0.2
3.31,0.1,-0.1
3.32,0.1,-0.3
3.33,0.1,-0.6
3.34,0,-0.8
3.35,0,-0.9
3.36,0,-1.2
3.37,-0.1,-1.3
3.38,0,-1.3
3.39,-0.1,-1.4
3.4,-0.2,-1.4
3.41,0,-1.3
3.42,-0.1,-1.4
3.43,0,-1.5
3.44,0.1,-1.7
3.45,0.2,-1.9
3.46,0.2,-2.3
3.47,0.2,-2.5
3.48,0.2,-2.6
3.49,0.3,-2.6
3.5,0.3,-2.5
3.51,0.4,-2.4
3.52,0.5,-2.1
3.53,0.6,-2.1
3.54,0.7,-1.9
3.55,0.7,-1.7
3.56,0.8,-1.7
3.57,0.9,-1.6
3.58,0.8,-1.5
3.59,0.9,-1.3
3.6,0.8,-1.3
3.61,0.7,-1.1
3.62,0.5,-1
3.63,0.5,-0.9
3.64,0.4,-0.8
3.65,0.2,-0.6
3.66,0.2,-0.5
3.67,0,-0.3
3.68,0,-0.2
3.69,-0.1,0.1
3.7,-0.2,0.4
3.71,-0.2,0.6
3.72,-0.3,0.9
3.73,-0.4,1.1
3.74,-0.5,1.3
3.75,-0.6,1.6
3.76,-0.7,1.7
3.77,-0.9,1.8
3.78,-1.1,2
3.79,-1.2,2
3.8,-1.4,2.1
3.81,-1.5,2
3.82,-1.5,2.1
3.83,-1.6,2.1
3.84,-1.7,2.1
3.85,-1.7,2.1
3.86,-1.9,2
3.87,-2.1,2
3.88,-2.3,1.9
3.89,-2.5,1.8
3.9,-2.5,1.5
3.91,-2.5,1.4
3.92,-2.4,1.3
3.93,-2,1.2
3.94,-1.8,1.3
3.95,-1.4,1.3
3.96,-1.2,1.4
3.97,-1,1.4
3.98,-0.8,1.5
3.99,-0.7,1.5
4,-0.6,1.5
4.01,-0.5,1.5
4.02,-0.5,1.5
4.03,-0.5,1.3
4.04,-0.3,1.3
4.05,-0.4,1.2
4.06,-0.3,1.2
4.07,-0.2,1.1
4.08,-0.1,1.1
4.09,0,1.1
4.1,0.2,1.1
4.11,0.5,1.1
4.12,0.6,1.1
4.13,0.8,1
4.14,1,0.8
4.15,1,0.7
4.16,1.1,0.5
4.17,1.3,0.5
4.18,1.4,0.5
4.19,1.4,0.4
4.2,1.6,0.4
4.21,1.5,0.4
4.22,1.6,0.3
4.23,1.7,0.4
4.24,1.7,0.2
4.25,1.7,0.3
4.26,1.9,0.3
4.27,1.9,0.2
4.28,2.1,0.2
4.29,2,0
4.3,2,-0.1
4.31,1.8,-0.3
4.32,1.6,-0.5
4.33,1.3,-0.7
4.34,1.2,-0.8
4.35,1.1,-0.8
4.36,1,-0.6
4.37,1,-0.3
4.38,1.1,0.1
4.39,1.1,0.3
4.4,1.2,0.8
4.41,1.2,1
4.42,1.3,1.2
4.43,1.3,1.2
4.44,1.3,1.3
4.45,1.2,1.3
4.46,1.1,1.1
4.47,0.8,0.9
4.48,0.7,0.9
4.49,0.4,0.6
4.5,0.4,0.5
4.51,0.4,0.5
4.52,0.6,0.3
4.53,0.7,0.3
4.54,1,0.3
4.55,1.1,0.2
4.56,1.2,0.2
4.57,1.2,0
4.58,1.1,-0.1
4.59,0.9,-0.4
4.6,0.9,-0.5
4.61,0.8,-0.7
4.62,0.7,-0.6
4.63,0.7,-0.5
4.64,0.6,-0.4
4.65,0.5,-0.1
4.66,0.5,0
4.67,0.3,0.1
4.68,0.2,0.3
4.69,0.2,0.3
4.7,0.1,0.3
4.71,0,0.3
4.72,-0.1,0.4
4.73,-0.2,0.4
4.74,-0.4,0.5
4.75,-0.6,0.5
4.76,-0.6,0.5
4.77,-0.8,0.4
4.78,-0.8,0.4
4.79,-0.8,0.3
4.8,-0.9,0.3
4.81,-0.9,0.4
4.82,-1,0.4
4.83,-1.2,0.7
4.84,-1.4,0.7
4.85,-1.5,0.9
4.86,-1.7,1.1
4.87,-1.8,1.2
4.88,-1.8,1.3
4.89,-1.8,1.3
4.9,-1.8,1.4
4.91,-1.6,1.4
4.92,-1.5,1.3
4.93,-1.3,1.3
4.94,-1.2,1.1
4.95,-1,1.2
4.96,-0.9,1.2
4.97,-0.8,1.4
4.98,-0.6,1.5
4.99,-0.5,1.6
5,-0.4,1.7
5.01,-0.2,1.7
5.02,0,1.6
5.03,0.2,1.5
5.04,0.5,1.4
5.05,0.8,1.2
5.06,1.2,1
5.07,1.4,0.8
5.08,1.8,0.5
5.09,1.8,0.3
5.1,2,0.2
5.11,2.1,0
5.12,2,0
5.13,2.2,-0.1
5.14,2.1,-0.1
5.15,2.2,-0.1
5.16,2.1,-0.2
5.17,2,-0.4
5.18,1.7,-0.6
5.19,1.5,-0.8
5.2,1.2,-1
5.21,1,-1.4
5.22,0.8,-1.5
5.23,0.8,-1.8
5.24,0.8,-2.1
5.25,0.8,-2.2
5.26,1,-2.5
5.27,1.2,-2.9
5.28,1.4,-3.1
5.29,1.6,-3.5
5.3,1.7,-3.8
5.31,1.8,-4
5.32,1.8,-4.2
5.33,1.7,-4.2
5.34,1.5,-4
5.35,1.3,-3.8
5.36,1.2,-3.5
5.37,1.1,-3.3
5.38,1.2,-3.1
5.39,1.3,-3
5.4,1.5,-3
5.41,1.6,-3.1
5.42,1.9,-3.1
5.43,2,-3.2
5.44,2.1,-3.3
5.45,2.1,-3.2
5.46,2.1,-3.3
5.47,2,-3
5.48,1.7,-2.6
5.49,1.4,-2
5.5,0.8,-1.4
5.51,0.4,-0.7
5.52,-0.2,0
5.53,-0.6,0.4
5.54,-0.9,0.9
5.55,-0.9,1.2
5.56,-0.9,1.4
5.57,-0.7,1.7
5.58,-0.6,2
5.59,-0.4,2.3
5.6,-0.4,2.8
5.61,-0.5,3.2
5.62,-0.8,3.3
5.63,-1.1,3.4
5.64,-1.6,3.3
5.65,-1.8,3.1
5.66,-2,2.8
5.67,-2,2.6
5.68,-1.9,2.4
5.69,-1.9,2.4
5.7,-1.8,2.5
5.71,-1.8,2.8
5.72,-2.1,3.1
5.73,-2.3,3.4
5.74,-2.6,3.7
5.75,-2.9,3.8
5.76,-3.1,3.8
5.77,-3,3.5
5.78,-2.8,3.2
5.79,-2.4,2.8
5.8,-2.1,2.2
5.81,-1.6,1.8
5.82,-1.3,1.2
5.83,-1.1,1
5.84,-0.7,0.7
5.85,-0.5,0.6
5.86,-0.3,0.6
5.87,-0.1,0.8
5.88,0.2,1
5.89,0.5,1
5.9,0.8,1.1
5.91,1,0.9
5.92,1.2,0.7
5.93,1.3,0.5
5.94,1.4,0.2
5.95,1.4,0
5.96,1.5,-0.1
5.97,1.5,-0.2
5.98,1.7,-0.4
5.99,1.9,-0.3
6,2,-0.5
6.01,2.1,-0.5
6.02,2,-0.5
6.03,1.9,-0.5
6.04,1.7,-0.3
6.05,1.7,-0.1
6.06,1.6,0.2
6.07,1.8,0.2
6.08,2.1,0.3
6.09,2.7,0
6.1,3.2,-0.2
6.11,3.6,-0.5
6.12,3.9,-0.8
6.13,3.8,-1.1
6.14,3.7,-1.3
6.15,3.3,-1.4
6.16,2.9,-1.4
6.17,2.4,-1.6
6.18,1.9,-1.5
6.19,1.6,-1.5
6.2,1.4,-1.5
6.21,1.3,-1.5
6.22,1.3,-1.4
6.23,1.3,-1.4
6.24,1.4,-1.3
6.25,1.2,-1.3
6.26,1.2,-1.3
6.27,1,-1.2
6.28,0.9,-1.2
6.29,0.7,-1
6.3,0.7,-0.9
6.31,0.8,-0.9
6.32,0.8,-0.8
6.33,0.8,-0.7
6.34,0.7,-0.6
6.35,0.5,-0.5
6.36,0.2,-0.3
6.37,-0.1,-0.1
6.38,-0.5,0.3
6.39,-0.7,0.7
6.4,-0.9,0.9
6.41,-1,1.2
6.42,-1,1.4
6.43,-0.9,1.3
6.44,-1,1.3
6.45,-0.9,1.1
6.46,-1.1,0.9
6.47,-1.3,0.7
6.48,-1.3,0.5
6.49,-1.6,0.5
6.5,-1.6,0.5
6.51,-1.6,0.7
6.52,-1.7,0.8
6.53,-1.7,1
6.54,-1.8,0.9
6.55,-1.9,0.9
6.56,-2,0.7
6.57,-2.3,0.6
6.58,-2.5,0.4
6.59,-2.7,0.4
6.6,-2.8,0.4
6.61,-3,0.5
6.62,-3.2,0.7
6.63,-3.3,1
6.64,-3.6,1.2
6.65,-3.8,1.6
6.66,-3.9,1.8
6.67,-3.9,1.9
6.68,-3.8,2
6.69,-3.4,1.9
6.7,-2.9,1.7
6.71,-2.4,1.3
6.72,-1.9,1
6.73,-1.4,0.7
6.74,-1.1,0.4
6.75,-1,0.4
6.76,-0.9,0.4
6.77,-0.8,0.3
6.78,-0.9,0.4
6.79,-0.9,0.5
6.8,-0.7,0.4
6.81,-0.6,0.3
6.82,-0.4,0.3
6.83,0,0.1
6.84,0.3,0
6.85,0.7,-0.2
6.86,0.9,-0.2
6.87,1.1,-0.3
6.88,1.1,-0.3
6.89,0.9,-0.4
6.9,0.8,-0.5
6.91,0.6,-0.7
6.92,0.5,-0.8
6.93,0.6,-1.2
6.94,0.7,-1.3
6.95,1,-1.5
6.96,1.3,-1.5
6.97,1.7,-1.5
6.98,1.9,-1.5
6.99,1.9,-1.3
7,1.9,-1.3
7.01,1.5,-1.3
7.02,1.1,-1.4
7.03,0.6,-1.5
7.04,0.3,-1.8
7.05,0,-2
7.06,-0.1,-2.4
7.07,-0.2,-2.7
7.08,0,-3.1
7.09,0.3,-3.5
7.1,0.5,-3.8
7.11,0.8,-4.2
7.12,1,-4.3
7.13,1.2,-4.4
7.14,1.1,-4.3
7.15,1.1,-4.1
7.16,0.9,-3.7
7.17,0.8,-3.2
7.18,0.6,-2.7
7.19,0.5,-2.4
7.2,0.5,-1.9
7.21,0.4,-1.7
7.22,0.5,-1.5
7.23,0.5,-1.4
7.24,0.5,-1.2
7.25,0.5,-1.1
7.26,0.7,-1.1
7.27,0.7,-0.9
7.28,0.8,-0.8
7.29,0.9,-0.7
7.3,0.9,-0.6
7.31,0.9,-0.6
7.32,0.8,-0.6
7.33,0.6,-0.5
7.34,0.4,-0.6
7.35,0.1,-0.6
7.36,-0.1,-0.6
7.37,-0.1,-0.7
7.38,-0.1,-0.8
7.39,0.1,-0.8
7.4,0.4,-1
7.41,0.5,-1.1
7.42,0.8,-1.1
7.43,0.9,-1.3
7.44,0.7,-1.4
7.45,0.5,-1.4
7.46,0.2,-1.5
7.47,-0.2,-1.3
7.48,-0.5,-1.2
7.49,-0.7,-0.9
7.5,-0.9,-0.8
7.51,-0.9,-0.7
7.52,-1.1,-0.5
7.53,-1.2,-0.5
7.54,-1.2,-0.4
7.55,-1.4,-0.3
7.56,-1.5,-0.4
7.57,-1.6,-0.2
7.58,-1.7,-0.3
7.59,-1.9,-0.2
7.6,-2.1,-0.2
7.61,-2.1,-0.1
7.62,-2.3,-0.1
7.63,-2.2,0
7.64,-2.2,0.1
7.65,-2.1,0.4
7.66,-1.9,0.5
7.67,-1.8,0.7
7.68,-1.8,0.9
7.69,-1.9,1
7.7,-2,1.2
7.71,-2.2,1.3
7.72,-2.3,1.2
7.73,-2.5,1.2
7.74,-2.5,1
7.75,-2.4,0.7
7.76,-2.2,0.5
7.77,-2.1,0.3
7.78,-1.8,-0.1
7.79,-1.6,-0.2
7.8,-1.6,-0.5
7.81,-1.5,-0.5
7.82,-1.6,-0.6
7.83,-1.8,-0.7
7.84,-1.9,-0.6
7.85,-2,-0.7
7.86,-2.1,-0.6
7.87,-1.9,-0.5
7.88,-1.7,-0.6
7.89,-1.5,-0.5
7.9,-1.1,-0.5
7.91,-0.8,-0.3
7.92,-0.6,-0.1
7.93,-0.5,0.1
7.94,-0.6,0.3
7.95,-0.7,0.4
7.96,-1.1,0.5
7.97,-1.4,0.5
7.98,-1.6,0.4
7.99,-1.7,0.3
8,-1.8,0.2
8.01,-1.7,0.3
8.02,-1.4,0.2
8.03,-1.3,0.3
8.04,-1.1,0.3
8.05,-1,0.3
8.06,-1.1,0.4
8.07,-1,0.5
8.08,-1.2,0.5
8.09,-1.3,0.5
8.1,-1.4,0.6
8.11,-1.5,0.6
8.12,-1.6,0.7
8.13,-1.5,0.8
8.14,-1.5,0.9
8.15,-1.2,0.9
8.16,-0.8,1
8.17,-0.6,0.9
8.18,-0.2,0.8
8.19,0,0.5
8.2,0.2,0.3
8.21,0.2,0.1
8.22,0.1,0
8.23,-0.1,0
8.24,-0.3,0
8.25,-0.4,0.2
8.26,-0.6,0.3
8.27,-0.7,0.4
8.28,-0.7,0.4
8.29,-0.8,0.2
8.3,-0.8,0.2
8.31,-0.8,0
8.32,-1,-0.1
8.33,-0.9,0
8.34,-1,0
8.35,-1.1,0.3
8.36,-1.1,0.4
8.37,-1.4,0.7
8.38,-1.4,0.9
8.39,-1.7,1
8.4,-1.7,1
8.41,-1.7,1
8.42,-1.6,0.9
8.43,-1.5,0.8
8.44,-1.1,0.6
8.45,-0.8,0.4
8.46,-0.3,0.3
8.47,0.1,0.2
8.48,0.4,0.2
8.49,0.7,0
8.5,0.9,-0.1
8.51,1,-0.2
8.52,0.9,-0.3
8.53,0.7,-0.3
8.54,0.5,-0.4
8.55,0.4,-0.5
8.56,0.1,-0.6
8.57,0.1,-0.6
8.58,0.2,-0.7
8.59,0.4,-0.6
8.6,0.5,-0.6
8.61,0.7,-0.5
8.62,0.9,-0.6
8.63,0.9,-0.6
8.64,1.1,-0.7
8.65,1.1,-0.9
8.66,1.1,-1.2
8.67,1.3,-1.3
8.68,1.2,-1.3
8.69,1.3,-1.5
8.7,1.2,-1.4
8.71,1.2,-1.4
8.72,1.1,-1.5
8.73,1.3,-1.6
8.74,1.5,-1.6
8.75,1.6,-1.8
8.76,1.8,-1.9
8.77,2,-1.9
8.78,2,-1.8
8.79,1.9,-1.6
8.8,1.8,-1.5
8.81,1.7,-1.4
8.82,1.6,-1.3
8.83,1.6,-1.3
8.84,1.7,-1.3
8.85,1.8,-1.3
8.86,1.9,-1.4
8.87,1.9,-1.3
8.88,2,-1.1
8.89,2,-1
8.9,1.8,-0.9
8.91,1.6,-0.6
8.92,1.4,-0.4
8.93,1,-0.2
8.94,0.8,-0.2
8.95,0.6,-0.1
8.96,0.4,-0.2
8.97,0.5,-0.1
8.98,0.6,-0.1
8.99,0.6,-0.1
9,0.7,0
9.01,0.8,0.1
9.02,0.8,0.2
9.03,0.7,0.3
9.04,0.7,0.2
9.05,0.4,0.3
9.06,0.2,0.2
9.07,0,0.2
9.08,-0.4,0.2
9.09,-0.6,0.1
9.1,-0.9,0.2
9.11,-1.1,0.2
9.12,-1.1,0.4
9.13,-1.1,0.5
9.14,-1,0.6
9.15,-0.9,0.8
9.16,-0.8,0.8
9.17,-0.7,0.9
9.18,-0.7,1.1
9.19,-0.8,1
9.2,-0.9,1.2
9.21,-1.2,1.1
9.22,-1.3,1.3
9.23,-1.6,1.2
9.24,-1.7,1.3
9.25,-1.7,1.3
9.26,-1.8,1.3
9.27,-1.5,1.2
9.28,-1.4,1.2
9.29,-1.1,1.2
9.3,-0.8,1.4
9.31,-0.6,1.7
9.32,-0.6,1.9
9.33,-0.6,2.4
9.34,-0.7,2.9
9.35,-0.8,3.2
9.36,-0.8,3.4
9.37,-0.8,3.6
9.38,-0.7,3.6
9.39,-0.6,3.5
9.4,-0.5,3.3
9.41,-0.4,3.3
9.42,-0.3,3.1
9.43,-0.4,3.2
9.44,-0.5,3.2
9.45,-0.7,3.3
9.46,-1,3.4
9.47,-1.2,3.5
9.48,-1.4,3.5
9.49,-1.4,3.5
9.5,-1.3,3.4
9.51,-1.1,3.3
9.52,-0.9,3
9.53,-0.7,2.8
9.54,-0.6,2.6
9.55,-0.4,2.3
9.56,-0.4,2
9.57,-0.5,1.8
9.58,-0.6,1.5
9.59,-0.6,1.4
9.6,-0.6,1.1
9.61,-0.7,1
9.62,-0.7,0.9
9.63,-0.6,0.8
9.64,-0.6,0.7
9.65,-0.6,0.4
9.66,-0.4,0.1
9.67,-0.4,-0.4
9.68,-0.4,-0.9
9.69,-0.3,-1.4
9.7,-0.4,-1.9
9.71,-0.4,-2.3
9.72,-0.5,-2.6
9.73,-0.6,-2.9
9.74,-0.5,-3.1
9.75,-0.6,-3.2
9.76,-0.4,-3.4
9.77,-0.5,-3.4
9.78,-0.4,-3.5
9.79,-0.5,-3.5
9.8,-0.5,-3.3
9.81,-0.7,-3.2
9.82,-0.6,-2.9
9.83,-0.5,-2.7
9.84,-0.2,-2.4
9.85,0,-2.2
9.86,0.2,-2.1
9.87,0.4,-2
9.88,0.3,-1.8
9.89,0.2,-1.9
9.9,-0.1,-1.7
9.91,-0.5,-1.6
9.92,-0.8,-1.5
9.93,-0.9,-1.4
9.94,-0.8,-1.3
9.95,-0.7,-1.4
9.96,-0.4,-1.3
9.97,-0.2,-1.4
9.98,0,-1.6
9.99,-0.1,-1.6
10,-0.2,-1.7
10.01,-0.3,-1.9
10.02,-0.5,-2
10.03,-0.6,-2.1
10.04,-0.7,-2.1
10.05,-0.5,-2.1
10.06,-0.4,-2
10.07,-0.3,-1.8
10.08,-0.1,-1.7
10.09,-0.1,-1.4
10.1,0,-1.3
10.11,0.1,-1.1
10.12,0.1,-1
10.13,0.3,-0.9
10.14,0.3,-0.5
10.15,0.5,-0.3
10.16,0.6,0
10.17,0.7,0.4
10.18,0.8,0.6
10.19,0.7,0.9
10.2,0.7,1
10.21,0.6,1.2
10.22,0.5,1.2
10.23,0.5,1.3
10.24,0.6,1.4
10.25,0.6,1.3
10.26,0.8,1.4
10.27,0.8,1.4
10.28,0.9,1.4
10.29,0.9,1.4
10.3,0.8,1.4
10.31,0.7,1.5
10.32,0.7,1.5
10.33,0.7,1.5
10.34,0.9,1.5
10.35,1,1.5
10.36,1.1,1.3
10.37,1.2,1.1
10.38,1.2,0.9
10.39,0.9,0.7
10.4,0.7,0.4
10.41,0.5,0.2
10.42,0.1,-0.2
10.43,0,-0.4
10.44,-0.1,-0.8
10.45,-0.2,-1
10.46,-0.2,-1.2
10.47,-0.2,-1.4
10.48,-0.1,-1.4
10.49,-0.1,-1.6
10.5,-0.1,-1.6
10.51,-0.2,-1.7
10.52,-0.2,-1.7
10.53,-0.3,-1.8
10.54,-0.5,-1.7
10.55,-0.7,-1.7
10.56,-0.7,-1.5
10.57,-0.8,-1.3
10.58,-0.7,-1.2
10.59,-0.6,-1.2
10.6,-0.5,-1.2
10.61,-0.4,-1.3
10.62,-0.4,-1.4
10.63,-0.3,-1.4
10.64,-0.4,-1.4
10.65,-0.6,-1.3
10.66,-0.6,-1.3
10.67,-0.8,-1
10.68,-1,-1
10.69,-1.2,-0.9
10.7,-1.3,-0.9
10.71,-1.4,-1
10.72,-1.5,-1
10.73,-1.4,-1.1
10.74,-1.4,-1.1
10.75,-1.4,-1.1
10.76,-1.2,-1.2
10.77,-1.2,-1
10.78,-0.9,-0.8
10.79,-0.8,-0.6
10.8,-0.6,-0.5
10.81,-0.4,-0.2
10.82,-0.3,0
10.83,-0.3,0.1
10.84,-0.4,0.2
10.85,-0.5,0.3
10.86,-0.6,0.4
10.87,-0.6,0.4
10.88,-0.4,0.6
10.89,-0.1,0.6
10.9,0.2,0.7
10.91,0.6,0.7
10.92,0.8,0.8
10.93,0.9,0.9
10.94,0.8,0.9
10.95,0.6,0.9
10.96,0.5,0.9
10.97,0.4,0.9
10.98,0.3,0.8
10.99,0.3,0.8
11,0.5,0.7
11.01,0.6,0.7
11.02,0.7,0.8
11.03,0.9,0.8
11.04,0.9,0.9
11.05,1,0.8
11.06,0.9,0.6
11.07,0.9,0.4
11.08,1,0.1
11.09,1.1,-0.2
11.1,1.3,-0.5
11.11,1.6,-0.6
11.12,1.7,-0.6
11.13,1.8,-0.6
11.14,1.7,-0.5
