time,vx,vy
11.15,1.5,-0.3
11.16,1.1,-0.3
11.17,0.7,-0.3
11.18,0.5,-0.4
11.19,0.3,-0.4
11.2,0.4,-0.5
11.21,0.5,-0.5
11.22,0.7,-0.5
11.23,1,-0.6
11.24,1.1,-0.6
11.25,1.3,-0.6
11.26,1.2,-0.7
11.27,1.2,-0.8
11.28,1.1,-0.9
11.29,0.9,-0.9
11.3,0.8,-1
11.31,0.6,-1.1
11.32,0.5,-1.1
11.33,0.4,-1.2
11.34,0.5,-1.2
11.35,0.5,-1.3
11.36,0.5,-1.2
11.37,0.6,-1.1
11.38,0.6,-0.9
11.39,0.6,-0.7
11.4,0.7,-0.5
11.41,0.7,-0.3
11.42,0.9,-0.3
11.43,0.9,-0.2
11.44,1,-0.3
11.45,1.1,-0.3
11.46,1,-0.3
11.47,0.9,-0.4
11.48,0.8,-0.4
11.49,0.6,-0.4
11.5,0.6,-0.4
11.51,0.4,-0.4
11.52,0.5,-0.3
11.53,0.5,-0.2
11.54,0.7,-0.3
11.55,0.7,-0.2
11.56,0.7,-0.3
11.57,0.7,-0.3
11.58,0.7,-0.4
11.59,0.6,-0.4
11.6,0.5,-0.4
11.61,0.3,-0.3
11.62,0.2,-0.2
11.63,0,-0.2
11.64,-0.2,-0.1
11.65,-0.3,-0.3
11.66,-0.3,-0.4
11.67,-0.2,-0.6
11.68,-0.2,-0.6
11.69,0,-0.6
11.7,0,-0.4
11.71,0.1,-0.3
11.72,-0.1,0.1
11.73,-0.3,0.2
11.74,-0.5,0.4
11.75,-0.9,0.5
11.76,-1.1,0.5
11.77,-1.2,0.6
11.78,-1.2,0.5
11.79,-1.3,0.7
11.8,-1.3,0.7
11.81,-1.2,1
11.82,-1.2,1.3
11.83,-1.1,1.5
11.84,-1,1.7
11.85,-0.9,1.8
11.86,-0.8,2
11.87,-0.9,2.1
11.88,-1,2.4
11.89,-1.1,2.7
11.9,-1.2,3.2
11.91,-1.3,3.6
11.92,-1.2,4
11.93,-1.3,4.1
11.94,-1.2,4
11.95,-1.1,3.8
11.96,-1.1,3.3
11.97,-1.1,2.9
11.98,-1,2.5
11.99,-0.9,2.2
12,-0.7,2.1
12.01,-0.6,2.1
12.02,-0.3,2
12.03,-0.1,2.1
12.04,-0.1,2
12.05,0.1,1.9
12.06,0.2,1.9
12.07,0.2,1.7
12.08,0.3,1.6
12.09,0.3,1.4
12.1,0.4,1.3
12.11,0.3,1.1
12.12,0.2,1
12.13,0.1,0.9
12.14,0.1,0.9
12.15,0.1,0.7
12.16,0.2,0.7
12.17,0.5,0.5
12.18,0.7,0.3
12.19,0.8,0.2
12.2,0.9,0.2
12.21,0.8,0.1
12.22,0.5,0
12.23,0.4,0.2
12.24,0.1,0.1
12.25,0.1,0.2
12.26,0,0.3
12.27,0,0.2
12.28,0,0.1
12.29,0.2,0
12.3,0.2,-0.1
12.31,0.2,-0.3
12.32,0.3,-0.4
12.33,0.2,-0.4
12.34,0.2,-0.3
12.35,0.1,-0.2
12.36,0.1,-0.1
12.37,-0.1,-0.1
12.38,-0.2,-0.2
12.39,-0.3,-0.4
12.4,-0.4,-0.7
12.41,-0.5,-1
12.42,-0.6,-1.2
12.43,-0.7,-1.5
12.44,-0.9,-1.7
12.45,-0.9,-1.7
12.46,-1.1,-1.9
12.47,-1,-2
12.48,-1.1,-2.1
12.49,-0.9,-2.3
12.5,-1,-2.6
12.51,-1.1,-2.8
12.52,-1.3,-2.8
12.53,-1.5,-2.8
12.54,-1.7,-2.4
12.55,-2,-2.1
12.56,-1.9,-1.4
12.57,-1.7,-0.9
12.58,-1.4,-0.4
12.59,-0.8,-0.1
12.6,-0.4,0
12.61,-0.1,0.2
12.62,0.1,0.1
12.63,0.2,0.2
12.64,-0.1,0.2
12.65,-0.3,0.4
12.66,-0.5,0.5
12.67,-0.8,0.7
12.68,-0.8,0.7
12.69,-0.7,0.7
12.7,-0.6,0.7
12.71,-0.2,0.6
12.72,0,0.6
12.73,0.3,0.6
12.74,0.5,0.8
12.75,0.6,0.9
12.76,0.7,1.1
12.77,0.7,1.3
12.78,0.7,1.3
12.79,0.7,1.4
12.8,0.9,1.5
12.81,1,1.4
12.82,1.1,1.5
12.83,1.1,1.5
12.84,1.1,1.4
12.85,1.1,1.4
12.86,1,1.5
12.87,0.9,1.4
12.88,0.8,1.5
12.89,0.7,1.4
12.9,0.6,1.3
12.91,0.4,1.3
12.92,0.2,1.2
12.93,0,1.2
12.94,-0.2,1.2
12.95,-0.2,1.1
12.96,-0.2,1.3
12.97,-0.2,1.3
12.98,0,1.2
12.99,-0.1,1.3
13,0,1.2
13.01,-0.2,1.3
13.02,-0.1,1.2
13.03,-0.1,1.2
13.04,0.1,1.3
13.05,0.4,1.2
13.06,0.6,1.4
13.07,0.8,1.3
13.08,0.9,1.4
13.09,0.9,1.4
13.1,0.7,1.4
13.11,0.3,1.3
13.12,0.1,1.2
13.13,-0.3,0.8
13.14,-0.5,0.5
13.15,-0.6,0
13.16,-0.7,-0.5
13.17,-0.6,-0.8
13.18,-0.5,-1
13.19,-0.4,-1
13.2,-0.4,-1.1
13.21,-0.3,-1
13.22,-0.5,-1
13.23,-0.5,-1
13.24,-0.8,-1.2
13.25,-1,-1.5
13.26,-1.2,-1.7
13.27,-1.3,-2
13.28,-1.3,-2.4
13.29,-1.3,-2.5
13.3,-1.2,-2.8
13.31,-1,-2.9
13.32,-0.8,-3
13.33,-0.7,-3.2
13.34,-0.5,-3.2
13.35,-0.6,-3.4
13.36,-0.6,-3.5
13.37,-0.8,-3.5
13.38,-1,-3.6
13.39,-1.4,-3.5
13.4,-1.7,-3.4
13.41,-1.9,-3.3
13.42,-2,-3.2
13.43,-2.1,-3
13.44,-2.1,-2.8
13.45,-1.8,-2.7
13.46,-1.5,-2.4
13.47,-1.3,-2.2
13.48,-1.1,-1.8
13.49,-0.8,-1.5
13.5,-0.8,-1.2
13.51,-0.8,-0.7
13.52,-0.8,-0.4
13.53,-1,-0.1
13.54,-1.1,0.3
13.55,-1,0.5
13.56,-1,0.6
13.57,-0.9,0.8
13.58,-0.7,0.7
13.59,-0.6,0.6
13.6,-0.3,0.6
13.61,-0.2,0.4
13.62,-0.1,0.3
13.63,-0.2,0.2
13.64,-0.2,0.1
13.65,-0.2,0
13.66,-0.4,-0.1
13.67,-0.5,0
13.68,-0.3,0
13.69,-0.3,0
13.7,-0.2,0
13.71,-0.1,0.1
13.72,-0.1,0.1
13.73,-0.2,0.1
13.74,-0.4,0
13.75,-0.6,0
13.76,-0.7,-0.2
13.77,-0.9,-0.2
13.78,-1.1,-0.3
13.79,-1.1,-0.3
13.8,-1.2,-0.2
13.81,-1.4,-0.1
13.82,-1.4,0
13.83,-1.4,0
13.84,-1.5,0
13.85,-1.4,0
13.86,-1.3,-0.2
13.87,-1.2,-0.2
13.88,-1.1,-0.3
13.89,-1.1,-0.3
13.9,-1.1,-0.3
13.91,-1.1,-0.5
13.92,-1.3,-0.4
13.93,-1.4,-0.6
13.94,-1.5,-0.6
13.95,-1.6,-0.5
13.96,-1.7,-0.6
13.97,-1.7,-0.6
13.98,-1.6,-0.5
13.99,-1.5,-0.5
14,-1.4,-0.6
14.01,-1.2,-0.5
14.02,-1.1,-0.4
14.03,-0.9,-0.3
14.04,-0.8,-0.2
14.05,-0.7,0
14.06,-0.5,0.2
14.07,-0.5,0.3
14.08,-0.3,0.5
14.09,-0.3,0.7
14.1,-0.1,0.7
14.11,-0.2,0.8
14.12,-0.2,0.9
14.13,-0.3,1
14.14,-0.5,0.9
14.15,-0.7,1.1
14.16,-0.9,1
14.17,-1,1.2
14.18,-1,1.2
14.19,-1,1.2
14.2,-0.9,1.2
14.21,-0.6,1.2
14.22,-0.5,1.3
14.23,-0.4,1.4
14.24,-0.2,1.6
14.25,-0.1,1.7
14.26,-0.2,1.8
14.27,-0.2,1.8
14.28,-0.3,1.7
14.29,-0.5,1.4
14.3,-0.6,1.2
14.31,-0.6,0.7
14.32,-0.6,0.4
14.33,-0.4,0
14.34,-0.4,-0.3
14.35,-0.3,-0.5
14.36,-0.1,-0.7
14.37,-0.2,-0.6
14.38,-0.2,-0.7
14.39,-0.2,-0.7
14.4,-0.3,-0.7
14.41,-0.2,-0.8
14.42,-0.3,-0.9
14.43,-0.1,-1.1
14.44,-0.2,-1.3
14.45,-0.2,-1.5
14.46,-0.2,-1.7
14.47,-0.4,-1.7
14.48,-0.5,-1.7
14.49,-0.4,-1.6
14.5,-0.5,-1.4
14.51,-0.4,-1.2
14.52,-0.2,-1.1
14.53,-0.2,-0.9
14.54,-0.1,-0.8
14.55,0,-0.8
14.56,-0.1,-0.8
14.57,-0.2,-0.9
14.58,-0.2,-0.8
14.59,-0.4,-1
14.6,-0.5,-0.9
14.61,-0.6,-1
14.62,-0.7,-0.8
14.63,-0.7,-0.8
14.64,-0.6,-0.7
14.65,-0.4,-0.6
14.66,-0.4,-0.4
14.67,-0.2,-0.3
14.68,-0.3,-0.1
14.69,-0.4,0
14.7,-0.7,0.2
14.71,-0.8,0.2
14.72,-1,0.4
14.73,-1.2,0.3
14.74,-1.2,0.3
14.75,-1.2,0.3
14.76,-1.2,0.2
14.77,-1.3,0.2
14.78,-1.6,0.2
14.79,-1.8,0.2
14.8,-2.2,0.3
14.81,-2.6,0.5
14.82,-2.8,0.5
14.83,-3.2,0.8
14.84,-3.2,0.9
14.85,-3.2,1.1
14.86,-3.1,1.3
14.87,-2.7,1.4
14.88,-2.2,1.4
14.89,-1.5,1.3
14.9,-0.9,1.2
14.91,-0.3,1
14.92,0.2,0.7
14.93,0.5,0.7
14.94,0.6,0.7
14.95,0.6,0.9
14.96,0.6,1
14.97,0.5,1.2
14.98,0.6,1.2
14.99,0.7,1.1
15,0.8,1
15.01,1.1,0.9
15.02,1.3,0.8
15.03,1.4,0.8
15.04,1.4,0.8
15.05,1.5,0.9
15.06,1.4,1
15.07,1.3,1.2
15.08,1.1,1.1
15.09,1,1.2
15.1,0.6,1
15.11,0.4,1
15.12,0.2,0.8
15.13,0.1,0.6
15.14,0.1,0.4
15.15,0.1,0.2
15.16,0.1,0.2
15.17,0.3,0
15.18,0.2,0
15.19,0,-0.2
15.2,-0.2,-0.2
15.21,-0.5,-0.5
15.22,-0.9,-0.7
15.23,-1.3,-0.9
15.24,-1.5,-1.2
15.25,-1.6,-1.3
15.26,-1.7,-1.3
15.27,-1.7,-1.3
15.28,-1.5,-1.3
15.29,-1.4,-1.2
15.3,-1.4,-1.2
15.31,-1.4,-1.4
15.32,-1.4,-1.6
15.33,-1.7,-1.8
15.34,-1.8,-2.1
15.35,-2.1,-2.1
15.36,-2.2,-2
15.37,-2.4,-1.7
15.38,-2.4,-1.2
15.39,-2.4,-0.5
15.4,-2.4,0.1
15.41,-2.3,0.7
15.42,-2.2,1.1
15.43,-2.3,1.6
15.44,-2.4,1.8
15.45,-2.4,2
15.46,-2.7,2.3
15.47,-2.7,2.4
15.48,-2.9,2.6
15.49,-3,2.7
15.5,-2.9,2.9
15.51,-2.7,3
15.52,-2.5,2.9
15.53,-2.1,2.8
15.54,-1.7,2.7
15.55,-1.3,2.4
15.56,-0.9,2.2
15.57,-0.7,2
15.58,-0.5,1.8
15.59,-0.6,1.7
15.6,-0.8,1.7
15.61,-0.9,1.7
15.62,-1.1,1.6
15.63,-1.3,1.5
15.64,-1.3,1.4
15.65,-1.3,1.3
15.66,-1.2,1.1
15.67,-1.1,0.9
15.68,-1,0.7
15.69,-1,0.8
15.7,-1,0.7
15.71,-1,0.8
15.72,-1.2,0.8
15.73,-1.1,0.7
15.74,-1.2,0.5
15.75,-1.2,0.3
15.76,-1.2,0.1
15.77,-1.2,-0.1
15.78,-1.3,-0.3
15.79,-1.4,-0.5
15.8,-1.4,-0.6
15.81,-1.6,-0.7
15.82,-1.6,-0.6
15.83,-1.5,-0.6
15.84,-1.6,-0.6
15.85,-1.5,-0.5
15.86,-1.5,-0.4
15.87,-1.5,-0.5
15.88,-1.5,-0.5
15.89,-1.6,-0.7
15.9,-1.5,-0.9
15.91,-1.5,-1.1
15.92,-1.4,-1.4
15.93,-1.4,-1.6
15.94,-1.4,-1.7
15.95,-1.4,-1.9
15.96,-1.3,-1.9
15.97,-1.2,-1.7
15.98,-1.1,-1.7
15.99,-0.7,-1.4
16,-0.4,-1.2
16.01,0,-1.1
16.02,0.5,-1
16.03,0.7,-0.9
16.04,0.9,-0.9
16.05,1,-0.9
16.06,1.1,-0.8
16.07,0.9,-0.7
16.08,0.9,-0.6
16.09,0.6,-0.6
16.1,0.5,-0.6
16.11,0.4,-0.6
16.12,0.4,-0.6
16.13,0.2,-0.6
16.14,0.2,-0.6
16.15,0.2,-0.5
16.16,0.3,-0.3
16.17,0.3,-0.1
16.18,0.4,0.3
16.19,0.4,0.4
16.2,0.3,0.7
16.21,0.4,0.6
16.22,0.2,0.7
16.23,0,0.7
16.24,0,0.6
16.25,0,0.7
16.26,-0.1,0.7
16.27,0,0.8
16.28,0,0.8
16.29,0.1,0.7
16.3,0,0.8
16.31,0,0.7
16.32,-0.1,0.8
16.33,-0.3,0.8
16.34,-0.4,0.8
16.35,-0.5,0.9
16.36,-0.7,0.9
16.37,-0.8,0.8
16.38,-0.9,0.6
16.39,-1.2,0.5
16.4,-1.3,0.4
16.41,-1.4,0.1
16.42,-1.5,0.1
16.43,-1.5,0
16.44,-1.5,0
16.45,-1.5,0.1
16.46,-1.5,0.3
16.47,-1.6,0.3
16.48,-1.7,0.2
16.49,-1.9,0.2
16.5,-2.2,-0.1
16.51,-2.3,-0.3
16.52,-2.7,-0.6
16.53,-2.8,-0.7
16.54,-3,-0.7
16.55,-2.9,-0.5
16.56,-2.8,-0.3
16.57,-2.4,0.1
16.58,-1.9,0.5
16.59,-1.3,0.7
16.6,-0.8,0.9
16.61,-0.3,1.1
16.62,0,1.1
16.63,0.2,1
16.64,0.3,1
16.65,0.3,0.9
16.66,0.2,0.9
16.67,0.1,1
16.68,0.1,1
16.69,0.1,1
16.7,0.1,1.2
16.71,0.3,1.2
16.72,0.4,1.3
16.73,0.7,1.3
16.74,0.8,1.3
16.75,1,1.3
16.76,1,1.2
16.77,0.9,1.1
16.78,0.8,1.1
16.79,0.5,1.2
16.8,0.3,1.1
16.81,0,1.2
16.82,-0.3,1.2
16.83,-0.5,1.1
16.84,-0.6,1
16.85,-0.5,1
16.86,-0.4,0.9
16.87,-0.2,0.8
16.88,-0.1,0.7
16.89,0.2,0.7
16.9,0.4,0.6
16.91,0.4,0.6
16.92,0.3,0.6
16.93,0.2,0.6
16.94,-0.1,0.7
16.95,-0.5,0.6
16.96,-0.8,0.6
16.97,-1.1,0.7
16.98,-1.1,0.5
16.99,-1.1,0.3
17,-0.9,0.1
17.01,-0.8,0
17.02,-0.5,-0.3
17.03,-0.5,-0.3
17.04,-0.6,-0.5
17.05,-0.7,-0.6
17.06,-1,-0.5
17.07,-1.3,-0.5
17.08,-1.5,-0.4
17.09,-1.7,-0.4
17.1,-1.8,-0.4
17.11,-1.6,-0.4
17.12,-1.5,-0.6
17.13,-1.2,-0.7
17.14,-1,-1
17.15,-0.9,-1.1
17.16,-1,-1.2
17.17,-1,-1.3
17.18,-1.3,-1.2
17.19,-1.7,-1.2
17.2,-2,-1.2
17.21,-2.4,-1.1
17.22,-2.6,-1.1
17.23,-2.7,-1.1
17.24,-2.6,-1
17.25,-2.4,-0.9
17.26,-2,-0.8
17.27,-1.7,-0.5
17.28,-1.4,-0.3
17.29,-1.3,-0.1
17.3,-1.3,0
17.31,-1.5,-0.1
17.32,-1.6,-0.3
17.33,-1.7,-0.6
17.34,-1.9,-0.9
17.35,-1.8,-1.1
17.36,-1.6,-1.2
17.37,-1.4,-1.1
17.38,-1,-0.9
17.39,-0.6,-0.5
17.4,-0.3,-0.2
17.41,-0.2,0.2
17.42,-0.1,0.4
17.43,-0.2,0.3
17.44,-0.5,0.3
17.45,-0.7,0
17.46,-0.9,-0.2
17.47,-1.1,-0.4
17.48,-1.1,-0.5
17.49,-1.1,-0.6
17.5,-1.1,-0.5
17.51,-1.1,-0.4
17.52,-1.1,-0.4
17.53,-1.2,-0.3
17.54,-1.5,-0.5
17.55,-1.6,-0.6
17.56,-1.9,-0.7
17.57,-2.1,-0.9
17.58,-2,-0.9
17.59,-2,-0.9
17.6,-1.7,-1
17.61,-1.5,-1
17.62,-1.1,-1
17.63,-1,-1.1
17.64,-0.8,-1.2
17.65,-0.7,-1.2
17.66,-0.7,-1.2
17.67,-0.8,-1.1
17.68,-0.7,-1.1
17.69,-0.7,-0.9
17.7,-0.6,-0.6
17.71,-0.5,-0.3
17.72,-0.4,-0.1
17.73,-0.2,0.2
17.74,0,0.3
17.75,0.2,0.4
17.76,0.2,0.4
17.77,0.2,0.4
17.78,0,0.3
17.79,-0.1,0.3
17.8,-0.3,0.2
17.81,-0.7,0.2
17.82,-0.8,0.1
17.83,-1,0.1
17.84,-1.1,0
17.85,-1,0
17.86,-0.9,0
17.87,-0.6,-0.1
17.88,-0.5,-0.1
17.89,-0.2,-0.3
17.9,-0.2,-0.4
17.91,-0.2,-0.5
17.92,-0.3,-0.8
17.93,-0.4,-0.8
17.94,-0.5,-1.1
17.95,-0.4,-1.1
17.96,-0.4,-1.1
17.97,-0.3,-1.2
17.98,-0.1,-1.2
17.99,-0.1,-1.2
18,0,-1.1
18.01,-0.1,-1
18.02,-0.1,-1
18.03,-0.3,-1
18.04,-0.2,-0.9
18.05,-0.3,-1.1
18.06,-0.2,-1.1
18.07,-0.1,-1.3
18.08,0.2,-1.4
18.09,0.4,-1.5
18.1,0.5,-1.6
18.11,0.8,-1.7
18.12,0.9,-1.6
18.13,1.1,-1.4
18.14,1.1,-1.4
18.15,1.3,-1.2
18.16,1.3,-1.2
18.17,1.4,-1.1
18.18,1.4,-1.1
18.19,1.5,-1.1
18.2,1.6,-1
18.21,1.9,-0.9
18.22,2,-0.9
18.23,2.3,-0.8
18.24,2.5,-0.7
18.25,2.6,-0.7
18.26,2.7,-0.8
18.27,2.6,-0.9
18.28,2.7,-0.9
18.29,2.7,-1
18.3,2.6,-1
18.31,2.7,-0.9
18.32,2.7,-0.8
18.33,2.7,-0.6
18.34,2.8,-0.5
18.35,2.8,-0.4
18.36,2.8,-0.4
18.37,2.9,-0.3
18.38,3,-0.2
18.39,3.2,-0.3
18.4,3.2,-0.1
18.41,3.3,0
18.42,3.3,0
18.43,3.2,0.2
18.44,3,0.2
18.45,2.7,0.3
18.46,2.5,0.4
18.47,2.3,0.4
18.48,2.1,0.5
18.49,2,0.6
18.5,2,0.6
18.51,2,0.7
18.52,2.1,0.8
18.53,2.2,0.9
18.54,2.4,1
18.55,2.4,1.4
18.56,2.3,1.5
18.57,2.3,1.9
18.58,2.1,2
18.59,1.9,2.2
18.6,1.9,2.1
18.61,1.9,2.1
18.62,1.8,1.8
18.63,1.9,1.6
18.64,1.9,1.4
18.65,1.9,1.3
18.66,1.7,1.3
18.67,1.4,1.3
18.68,1.2,1.3
18.69,0.7,1.4
18.7,0.5,1.3
18.71,0.1,1.3
18.72,-0.1,1.1
18.73,-0.2,0.9
18.74,-0.3,0.5
18.75,-0.3,0.2
18.76,-0.4,-0.1
18.77,-0.3,-0.4
18.78,-0.3,-0.6
18.79,-0.4,-0.7
18.8,-0.4,-0.6
18.81,-0.4,-0.6
18.82,-0.4,-0.4
18.83,-0.5,-0.3
18.84,-0.5,-0.1
18.85,-0.5,0
18.86,-0.6,0.2
18.87,-0.7,0.3
18.88,-0.6,0.6
18.89,-0.6,0.9
18.9,-0.5,1.2
18.91,-0.4,1.5
18.92,-0.4,1.7
18.93,-0.4,1.7
18.94,-0.4,1.5
18.95,-0.6,1.3
18.96,-0.6,0.9
18.97,-0.6,0.4
18.98,-0.5,0
18.99,-0.3,-0.3
19,-0.1,-0.6
19.01,0.4,-0.8
19.02,0.7,-0.9
19.03,1,-0.7
19.04,1.2,-0.7
19.05,1.3,-0.5
19.06,1.3,-0.4
19.07,1.3,-0.3
19.08,1.1,-0.3
19.09,1.1,-0.2
19.1,1.2,-0.5
19.11,1.2,-0.6
19.12,1.4,-0.8
19.13,1.7,-1.1
19.14,1.8,-1.4
19.15,2,-1.5
19.16,2,-1.6
19.17,2.2,-1.6
19.18,2,-1.6
19.19,1.9,-1.6
19.2,1.6,-1.4
19.21,1.3,-1.4
19.22,0.9,-1.3
19.23,0.5,-1.1
19.24,0.1,-0.9
19.25,-0.3,-0.8
19.26,-0.6,-0.6
19.27,-0.8,-0.4
19.28,-1.1,-0.3
19.29,-1.2,-0.1
19.3,-1.2,-0.1
19.31,-1.4,-0.2
19.32,-1.4,-0.1
19.33,-1.6,-0.2
19.34,-1.6,-0.1
19.35,-1.8,-0.1
19.36,-1.8,-0.1
19.37,-1.7,0.1
19.38,-1.5,0.2
19.39,-1.2,0.4
19.4,-1,0.4
19.41,-0.6,0.5
19.42,-0.5,0.5
19.43,-0.4,0.5
19.44,-0.4,0.5
19.45,-0.6,0.5
19.46,-0.7,0.7
19.47,-0.9,0.7
19.48,-1,0.8
19.49,-1.2,0.8
19.5,-1.3,0.8
19.51,-1.3,0.7
19.52,-1.4,0.7
19.53,-1.5,0.6
19.54,-1.4,0.6
19.55,-1.3,0.5
19.56,-1.1,0.6
19.57,-1,0.6
19.58,-0.9,0.7
19.59,-0.8,0.7
19.6,-0.9,0.6
19.61,-1,0.6
19.62,-1.2,0.5
19.63,-1.3,0.3
19.64,-1.4,0.2
19.65,-1.4,0
19.66,-1.2,-0.2
19.67,-0.9,-0.1
19.68,-0.7,-0.1
19.69,-0.2,-0.1
19.7,-0.1,0
19.71,0.2,0
19.72,0.2,-0.2
19.73,0.3,-0.3
19.74,0.1,-0.5
19.75,0.2,-0.8
19.76,0.1,-1
19.77,0.2,-1.1
19.78,0.3,-1.3
19.79,0.4,-1.3
19.8,0.5,-1.3
19.81,0.6,-1.4
19.82,0.5,-1.4
19.83,0.4,-1.4
19.84,0.4,-1.5
19.85,0.4,-1.6
19.86,0.4,-1.7
19.87,0.7,-1.8
19.88,0.9,-1.9
19.89,1.3,-1.9
19.9,1.9,-1.9
19.91,2.2,-2
19.92,2.7,-2
19.93,2.8,-2.1
19.94,3,-2
19.95,2.9,-2.1
19.96,2.6,-1.8
19.97,2.3,-1.6
19.98,1.9,-1.3
19.99,1.6,-1.1
20,1.3,-0.7
20.01,1.1,-0.5
20.02,0.7,-0.3
20.03,0.5,-0.2
20.04,0.2,-0.1
20.05,0,0
20.06,-0.3,0
20.07,-0.6,0
20.08,-0.8,0.2
20.09,-0.9,0.3
20.1,-0.9,0.5
20.11,-1,0.7
20.12,-0.9,0.8
20.13,-0.9,0.9
20.14,-0.8,0.8
20.15,-0.9,0.7
20.16,-1,0.6
20.17,-1.1,0.5
20.18,-1.4,0.5
20.19,-1.7,0.5
20.2,-1.9,0.5
20.21,-2.1,0.7
20.22,-2.2,0.7
20.23,-2.3,1
20.24,-2.1,1.2
20.25,-2.1,1.5
20.26,-2,1.7
20.27,-1.8,1.8
20.28,-1.8,1.9
20.29,-1.8,1.9
20.3,-1.8,1.7
20.31,-2,1.5
20.32,-2.2,1.2
20.33,-2.5,0.9
20.34,-2.8,0.5
20.35,-3,0.3
20.36,-3.1,-0.1
20.37,-3.3,-0.4
20.38,-3.3,-0.5
20.39,-3.2,-0.5
20.4,-2.9,-0.6
20.41,-2.7,-0.4
20.42,-2.3,-0.3
20.43,-1.9,-0.3
20.44,-1.8,-0.2
20.45,-1.6,-0.2
20.46,-1.7,-0.2
20.47,-1.8,-0.4
20.48,-2,-0.5
20.49,-2.2,-0.5
20.5,-2.5,-0.6
20.51,-2.5,-0.6
20.52,-2.7,-0.6
20.53,-2.6,-0.7
20.54,-2.5,-0.6
20.55,-2.5,-0.5
20.56,-2.4,-0.6
20.57,-2.2,-0.6
20.58,-2.1,-0.5
20.59,-2,-0.7
20.6,-1.8,-0.8
20.61,-1.7,-0.8
20.62,-1.6,-0.9
20.63,-1.5,-0.9
20.64,-1.5,-0.8
20.65,-1.5,-0.5
20.66,-1.5,-0.4
20.67,-1.3,-0.3
20.68,-1.3,-0.2
20.69,-1.2,-0.2
20.7,-1.1,-0.4
20.71,-0.9,-0.5
20.72,-0.9,-0.6
20.73,-0.7,-0.8
20.74,-0.4,-0.8
20.75,-0.1,-0.9
20.76,0.3,-0.8
20.77,0.6,-0.8
20.78,0.8,-0.7
20.79,1,-0.5
20.8,1,-0.5
20.81,1,-0.4
20.82,0.9,-0.3
20.83,1,-0.2
20.84,1,-0.2
20.85,1.3,-0.2
20.86,1.2,-0.2
20.87,1.3,-0.2
20.88,1.1,-0.2
20.89,0.9,-0.1
20.9,0.6,0
20.91,0.4,0.1
20.92,0.4,0.3
20.93,0.4,0.5
20.94,0.6,0.5
20.95,0.9,0.7
20.96,1.2,0.5
20.97,1.3,0.4
20.98,1.4,0.2
20.99,1.4,0
21,1.3,0
21.01,1,-0.2
21.02,0.9,0
21.03,0.8,0
21.04,0.8,0.1
21.05,0.8,0.1
21.06,0.8,0.1
21.07,0.9,0
21.08,0.9,-0.1
21.09,0.8,-0.3
21.1,0.8,-0.3
21.11,0.6,-0.5
21.12,0.6,-0.5
21.13,0.4,-0.4
21.14,0.2,-0.4
21.15,0.1,-0.4
21.16,0,-0.4
21.17,-0.2,-0.4
21.18,-0.2,-0.4
21.19,-0.2,-0.4
21.2,-0.1,-0.4
21.21,0,-0.3
21.22,0.2,-0.1
21.23,0.4,0
21.24,0.5,0.2
21.25,0.7,0.3
21.26,0.7,0.3
21.27,0.8,0.4
21.28,0.7,0.2
21.29,0.7,0.2
21.3,0.6,0
21.31,0.6,-0.1
21.32,0.6,-0.2
21.33,0.6,-0.1
21.34,0.7,-0.2
21.35,0.7,0
21.36,0.7,0
21.37,0.7,0.1
21.38,0.8,0.1
21.39,0.9,0.1
21.4,0.9,0
21.41,1,-0.1
21.42,1,-0.2
21.43,1,-0.2
21.44,0.9,-0.3
21.45,0.8,-0.3
21.46,0.6,-0.2
21.47,0.6,-0.2
21.48,0.4,-0.2
21.49,0.5,-0.1
21.5,0.4,-0.1
21.51,0.3,-0.1
21.52,0.3,-0.1
21.53,0.1,-0.1
21.54,0.1,-0.3
21.55,-0.1,-0.4
21.56,-0.1,-0.6
21.57,-0.1,-0.7
21.58,-0.1,-0.7
21.59,0.1,-0.9
21.6,0.2,-0.8
21.61,0.3,-0.7
21.62,0.3,-0.7
21.63,0.1,-0.5
21.64,-0.1,-0.5
21.65,-0.2,-0.4
21.66,-0.5,-0.5
21.67,-0.5,-0.6
21.68,-0.6,-0.7
21.69,-0.5,-0.7
21.7,-0.4,-0.8
21.71,-0.3,-0.6
21.72,-0.2,-0.6
21.73,-0.3,-0.5
21.74,-0.4,-0.3
21.75,-0.5,-0.3
21.76,-0.8,-0.2
21.77,-0.8,-0.2
21.78,-1,-0.2
21.79,-1.1,-0.1
21.8,-1.1,-0.1
21.81,-1,-0.1
21.82,-1,0.1
21.83,-0.8,0.1
21.84,-0.6,0.1
21.85,-0.5,0.1
21.86,-0.3,0
21.87,-0.3,-0.1
21.88,-0.3,-0.2
21.89,-0.3,-0.3
21.9,-0.4,-0.4
21.91,-0.4,-0.3
21.92,-0.4,-0.2
21.93,-0.5,-0.1
21.94,-0.3,0.1
21.95,-0.3,0.2
21.96,-0.3,0.4
21.97,-0.3,0.3
21.98,-0.3,0.2
21.99,-0.3,0.2
22,-0.3,0.1
22.01,-0.2,0
22.02,0,-0.1
22.03,0.2,-0.2
22.04,0.3,-0.2
22.05,0.6,-0.3
22.06,0.6,-0.2
22.07,0.7,-0.3
22.08,0.6,-0.2
22.09,0.5,-0.2
22.1,0.5,-0.2
22.11,0.4,-0.3
22.12,0.3,-0.5
