time,vx,vy
46.93,0.2,-0.2
46.94,0,-0.1
46.95,-0.2,0
46.96,-0.3,0.2
46.97,-0.5,0.4
46.98,-0.6,0.3
46.99,-0.6,0.4
47,-0.6,0.2
47.01,-0.5,0.2
47.02,-0.4,0
47.03,-0.2,-0.2
47.04,-0.1,-0.3
47.05,0.1,-0.5
47.06,0.3,-0.6
47.07,0.2,-0.5
47.08,0.3,-0.5
47.09,0.3,-0.4
47.1,0.2,-0.2
47.11,0.3,-0.1
47.12,0.3,0
47.13,0.3,0
47.14,0.5,-0.2
47.15,0.5,-0.3
47.16,0.5,-0.4
47.17,0.5,-0.5
47.18,0.4,-0.5
47.19,0.3,-0.5
47.2,0.3,-0.4
47.21,0.3,-0.4
47.22,0.4,-0.4
47.23,0.5,-0.4
47.24,0.8,-0.5
47.25,0.9,-0.7
47.26,1.1,-0.6
47.27,1.1,-0.7
47.28,1.1,-0.6
47.29,0.9,-0.5
47.3,0.7,-0.5
47.31,0.4,-0.3
47.32,0.2,-0.3
47.33,0,-0.4
47.34,-0.1,-0.4
47.35,-0.1,-0.4
47.36,0,-0.4
47.37,0.2,-0.4
47.38,0.3,-0.3
47.39,0.6,-0.3
47.4,0.7,-0.2
47.41,0.8,-0.1
47.42,0.8,-0.2
47.43,0.8,-0.3
47.44,0.9,-0.3
47.45,0.8,-0.5
47.46,0.8,-0.6
47.47,0.7,-0.6
47.48,0.6,-0.5
47.49,0.5,-0.5
47.5,0.4,-0.3
47.51,0.3,-0.1
47.52,0.3,0
47.53,0.4,0.1
47.54,0.5,0.1
47.55,0.6,0.1
47.56,0.6,0.1
47.57,0.7,-0.2
47.58,0.8,-0.2
47.59,0.7,-0.2
47.6,0.7,-0.3
47.61,0.8,-0.2
47.62,0.8,0
47.63,1,0.1
47.64,1,0.3
47.65,1.2,0.4
47.66,1.2,0.5
47.67,1.2,0.5
47.68,1.3,0.4
47.69,1.2,0.4
47.7,1.3,0.3
47.71,1.2,0.3
47.72,1.2,0.2
47.73,1.1,0.2
47.74,0.9,0.1
47.75,0.8,0.1
47.76,0.5,-0.1
47.77,0.4,-0.1
47.78,0.2,-0.3
47.79,0.2,-0.3
47.8,0.3,-0.4
47.81,0.3,-0.4
47.82,0.4,-0.4
47.83,0.5,-0.4
47.84,0.5,-0.3
47.85,0.3,-0.3
47.86,0.1,-0.2
47.87,-0.2,-0.2
47.88,-0.4,-0.2
47.89,-0.5,-0.2
47.9,-0.7,-0.1
47.91,-0.7,-0.1
47.92,-0.7,-0.1
47.93,-0.7,-0.1
47.94,-0.7,-0.1
47.95,-0.6,-0.1
47.96,-0.5,-0.3
47.97,-0.5,-0.3
47.98,-0.4,-0.4
47.99,-0.4,-0.5
48,-0.2,-0.5
48.01,-0.2,-0.5
48.02,-0.2,-0.4
48.03,-0.3,-0.3
48.04,-0.3,-0.2
48.05,-0.4,-0.2
48.06,-0.5,-0.2
48.07,-0.5,-0.2
48.08,-0.7,-0.3
48.09,-0.8,-0.2
48.1,-0.8,-0.2
48.11,-0.9,-0.2
48.12,-0.8,-0.2
48.13,-0.7,-0.2
48.14,-0.6,-0.2
48.15,-0.5,-0.2
48.16,-0.2,-0.1
48.17,-0.2,-0.1
48.18,-0.1,0.1
48.19,0,0.1
48.2,-0.1,0
48.21,-0.2,0
48.22,-0.2,-0.1
48.23,-0.2,-0.2
48.24,-0.2,-0.2
48.25,0,-0.2
48.26,0.1,-0.1
48.27,0.3,0.1
48.28,0.4,0
48.29,0.5,0.1
48.3,0.4,0
48.31,0.5,0
48.32,0.4,-0.1
48.33,0.5,0
48.34,0.6,-0.1
48.35,0.7,0.1
48.36,0.8,0.2
48.37,0.8,0.2
48.38,1,0.3
48.39,0.9,0.3
48.4,0.9,0.2
48.41,0.9,0.1
48.42,0.7,0.1
48.43,0.6,0.2
48.44,0.6,0.2
48.45,0.4,0.3
48.46,0.5,0.3
48.47,0.6,0.3
48.48,0.6,0.4
48.49,0.9,0.3
48.5,0.9,0.2
48.51,1.1,0.1
48.52,1,0.2
48.53,1,0.2
48.54,0.8,0.2
48.55,0.7,0.2
48.56,0.5,0.3
48.57,0.5,0.1
48.58,0.4,0.1
48.59,0.5,0
48.6,0.5,0
48.61,0.6,-0.1
48.62,0.6,0
48.63,0.6,0.1
48.64,0.5,0.1
48.65,0.5,0.2
48.66,0.4,0.1
48.67,0.3,0
48.68,0.3,-0.1
48.69,0.3,-0.1
48.7,0.2,-0.1
48.71,0.3,-0.1
48.72,0.2,-0.1
48.73,0.2,0
48.74,0.1,0
48.75,-0.1,0
48.76,-0.4,0
48.77,-0.7,0
48.78,-0.9,0
48.79,-1.1,0
48.8,-1.1,0.1
48.81,-1,0.1
48.82,-0.8,0
48.83,-0.5,0.1
48.84,-0.5,0.1
48.85,-0.5,0.1
48.86,-0.5,0.1
48.87,-0.8,0.2
48.88,-1,0.3
48.89,-1.1,0.2
48.9,-1.2,0.2
48.91,-1.2,0
48.92,-1.2,-0.1
48.93,-1.1,-0.2
48.94,-1,-0.3
48.95,-1,-0.3
48.96,-0.8,-0.3
48.97,-0.7,-0.1
48.98,-0.6,0
48.99,-0.6,0.2
49,-0.6,0.3
49.01,-0.7,0.5
49.02,-0.8,0.4
49.03,-1,0.4
49.04,-1.1,0.4
49.05,-1.2,0.3
49.06,-1.2,0.2
49.07,-1.1,0.1
49.08,-0.8,0.1
49.09,-0.7,0.1
49.1,-0.4,-0.1
49.11,-0.3,-0.1
49.12,-0.2,-0.2
49.13,-0.2,-0.3
49.14,-0.3,-0.3
49.15,-0.4,-0.2
49.16,-0.4,-0.1
49.17,-0.4,0
49.18,-0.5,0.1
49.19,-0.4,0.2
49.2,-0.3,0.3
49.21,-0.2,0.2
49.22,-0.1,0.3
49.23,0.2,0.2
49.24,0.2,0.3
49.25,0.5,0.2
49.26,0.5,0.2
49.27,0.6,0.2
49.28,0.6,0.1
49.29,0.7,0.2
49.3,0.6,0.2
49.31,0.6,0.1
49.32,0.5,0.1
49.33,0.5,0
49.34,0.5,-0.1
49.35,0.6,-0.2
49.36,0.5,-0.2
49.37,0.7,-0.2
49.38,0.6,-0.1
49.39,0.7,-0.1
49.4,0.7,0.1
49.41,0.6,0.2
49.42,0.5,0.2
49.43,0.4,0.2
49.44,0.2,0.1
49.45,0,0.1
49.46,-0.2,0.1
49.47,-0.2,0.1
49.48,-0.3,0.1
49.49,-0.3,0.1
49.5,-0.3,0.1
49.51,-0.2,0.1
49.52,-0.2,0
49.53,-0.1,-0.1
49.54,-0.2,-0.2
49.55,-0.1,-0.1
49.56,-0.3,-0.1
49.57,-0.3,0
49.58,-0.4,0.2
49.59,-0.5,0.1
49.6,-0.5,0.2
49.61,-0.6,0.1
49.62,-0.5,0
49.63,-0.5,-0.1
49.64,-0.4,-0.1
49.65,-0.4,-0.1
49.66,-0.2,-0.2
49.67,-0.1,-0.1
49.68,0,-0.1
49.69,0,0.1
49.7,0,0.2
49.71,0,0.4
49.72,0,0.4
49.73,-0.1,0.5
49.74,-0.1,0.4
49.75,-0.1,0.4
49.76,-0.2,0.2
49.77,-0.1,0.1
49.78,-0.1,0.1
49.79,-0.2,0.1
49.8,-0.3,0.2
49.81,-0.3,0.3
49.82,-0.5,0.3
49.83,-0.4,0.4
49.84,-0.4,0.3
49.85,-0.4,0.3
49.86,-0.3,0.1
49.87,-0.2,0
49.88,-0.1,0
49.89,-0.1,-0.1
49.9,-0.1,0
49.91,-0.2,0.2
49.92,-0.2,0.2
49.93,-0.4,0.2
49.94,-0.4,0.2
49.95,-0.3,0.1
49.96,-0.3,-0.1
49.97,0,-0.3
49.98,0.1,-0.3
49.99,0.3,-0.4
50,0.5,-0.4
50.01,0.6,-0.3
50.02,0.6,-0.3
50.03,0.5,-0.1
50.04,0.4,-0.2
50.05,0.4,-0.3
50.06,0.3,-0.3
50.07,0.4,-0.4
50.08,0.3,-0.5
50.09,0.4,-0.5
50.1,0.5,-0.6
50.11,0.5,-0.5
50.12,0.5,-0.4
50.13,0.3,-0.5
50.14,0.2,-0.3
50.15,0,-0.4
50.16,-0.2,-0.3
50.17,-0.4,-0.5
50.18,-0.6,-0.4
50.19,-0.7,-0.6
50.2,-0.7,-0.6
50.21,-0.6,-0.6
50.22,-0.6,-0.5
50.23,-0.5,-0.5
50.24,-0.3,-0.4
50.25,-0.4,-0.4
50.26,-0.3,-0.4
50.27,-0.3,-0.6
50.28,-0.4,-0.7
50.29,-0.3,-0.9
50.3,-0.2,-1
50.31,-0.1,-1.1
50.32,-0.1,-1.1
50.33,-0.1,-1.1
50.34,-0.1,-1.1
50.35,-0.1,-1.1
50.36,-0.1,-0.9
50.37,0,-0.9
50.38,0.2,-0.7
50.39,0.4,-0.7
50.4,0.6,-0.5
50.41,0.8,-0.6
50.42,0.9,-0.5
50.43,0.8,-0.5
50.44,0.6,-0.4
50.45,0.4,-0.5
50.46,0.1,-0.5
50.47,-0.1,-0.4
50.48,-0.3,-0.4
50.49,-0.4,-0.2
50.5,-0.2,-0.2
50.51,-0.1,-0.1
50.52,0.2,-0.1
50.53,0.5,0
50.54,0.8,0
50.55,0.9,0
50.56,0.9,-0.1
50.57,0.8,-0.2
50.58,0.7,-0.1
50.59,0.4,-0.1
50.6,0.2,-0.1
50.61,0,0
50.62,-0.2,0
50.63,-0.2,0
50.64,-0.2,0
50.65,-0.2,0.1
50.66,-0.1,-0.1
50.67,-0.1,0
50.68,0,-0.1
50.69,-0.1,-0.1
50.7,-0.1,-0.2
50.71,-0.3,-0.2
50.72,-0.5,-0.2
50.73,-0.6,-0.1
50.74,-0.6,-0.2
50.75,-0.7,-0.2
50.76,-0.6,-0.1
50.77,-0.4,-0.2
50.78,-0.3,-0.1
50.79,-0.2,-0.2
50.8,0,-0.1
50.81,0,-0.1
50.82,0.1,0
50.83,0,0
50.84,-0.1,-0.1
50.85,-0.1,-0.1
50.86,0,-0.2
50.87,0,-0.3
50.88,0,-0.3
50.89,0.1,-0.4
50.9,0.2,-0.3
50.91,0.1,-0.2
50.92,0.2,-0.2
50.93,0.1,0
50.94,0.2,0
50.95,0.1,-0.1
50.96,0,0
50.97,0.1,-0.1
50.98,0,-0.1
50.99,0,-0.1
51,0.1,-0.2
51.01,0.1,-0.1
51.02,0,-0.1
51.03,0.1,0
51.04,0,0.1
51.05,0,0.2
51.06,0,0.1
51.07,0,0.1
51.08,-0.1,0
51.09,0.1,-0.3
51.1,0.1,-0.3
51.11,0.3,-0.4
51.12,0.5,-0.3
51.13,0.6,-0.3
51.14,0.7,-0.2
51.15,0.8,-0.2
51.16,0.8,0
51.17,0.7,-0.1
51.18,0.8,0
51.19,0.6,-0.1
51.2,0.6,0
51.21,0.6,-0.1
51.22,0.6,0
51.23,0.5,0
51.24,0.5,0
51.25,0.4,-0.1
51.26,0.4,0
51.27,0.3,-0.1
51.28,0.4,-0.2
51.29,0.5,-0.2
51.3,0.5,-0.1
51.31,0.5,0
51.32,0.7,0.1
51.33,0.7,0.3
51.34,0.7,0.4
51.35,0.9,0.4
51.36,0.8,0.4
51.37,0.9,0.2
51.38,0.8,0
51.39,0.8,-0.1
51.4,0.7,-0.2
51.41,0.6,-0.2
51.42,0.5,-0.1
51.43,0.4,0
51.44,0.4,0.1
51.45,0.4,0.1
51.46,0.4,0.1
51.47,0.4,0.1
51.48,0.4,0
51.49,0.5,0.1
51.5,0.5,0
51.51,0.6,0.1
51.52,0.6,0.1
51.53,0.6,0.2
51.54,0.6,0.2
51.55,0.5,0.2
51.56,0.4,0.3
51.57,0.5,0.4
51.58,0.5,0.5
51.59,0.5,0.4
51.6,0.5,0.6
51.61,0.6,0.5
51.62,0.5,0.5
51.63,0.5,0.4
51.64,0.4,0.2
51.65,0.2,0.2
51.66,0.1,0.1
51.67,0,0.1
51.68,0,0
51.69,0,0.2
51.7,0,0.2
51.71,0,0.3
51.72,0.1,0.3
51.73,0,0.2
51.74,-0.1,0.1
51.75,-0.2,-0.1
51.76,-0.2,-0.2
51.77,-0.3,-0.2
51.78,-0.2,-0.3
51.79,-0.3,-0.2
51.8,-0.3,-0.2
51.81,-0.2,-0.1
51.82,-0.2,-0.1
51.83,-0.3,0
51.84,-0.2,-0.1
51.85,-0.1,-0.1
51.86,0,-0.2
51.87,0.1,-0.3
51.88,0.2,-0.3
51.89,0.3,-0.4
51.9,0.3,-0.3
51.91,0.2,-0.3
51.92,0.1,-0.3
51.93,-0.1,-0.2
51.94,-0.2,-0.2
51.95,-0.4,-0.2
51.96,-0.4,-0.2
51.97,-0.6,-0.2
51.98,-0.6,-0.2
51.99,-0.5,-0.2
52,-0.5,0
52.01,-0.4,0
52.02,-0.3,0.1
52.03,-0.1,0.1
52.04,-0.1,0.1
52.05,-0.1,0
52.06,-0.1,0
52.07,-0.2,0
52.08,-0.4,0
52.09,-0.4,0
52.1,-0.4,0
52.11,-0.4,0.2
52.12,-0.3,0.2
52.13,-0.2,0.3
52.14,-0.1,0.4
52.15,0,0.4
52.16,-0.2,0.5
52.17,-0.2,0.5
52.18,-0.3,0.5
52.19,-0.3,0.5
52.2,-0.3,0.3
52.21,-0.2,0.1
52.22,0,0
52.23,0.1,-0.2
52.24,0.2,-0.2
52.25,0.3,-0.3
52.26,0.3,-0.3
52.27,0.2,-0.1
52.28,0.1,-0.2
52.29,0.2,-0.2
52.3,0.2,-0.2
52.31,0.1,-0.4
52.32,0.3,-0.5
52.33,0.2,-0.6
52.34,0.4,-0.8
52.35,0.3,-0.8
52.36,0.4,-0.7
52.37,0.5,-0.7
52.38,0.5,-0.5
52.39,0.6,-0.4
52.4,0.8,-0.3
52.41,0.8,-0.3
52.42,0.9,-0.3
52.43,1,-0.6
52.44,1,-0.6
52.45,1,-0.8
52.46,1,-0.9
52.47,1,-0.9
52.48,1,-0.8
52.49,1,-0.7
52.5,1.1,-0.7
52.51,1,-0.7
52.52,1.1,-0.6
52.53,1.1,-0.7
52.54,1,-0.5
52.55,1.1,-0.6
52.56,0.9,-0.4
52.57,0.7,-0.4
52.58,0.5,-0.4
52.59,0.4,-0.3
52.6,0.2,-0.4
52.61,0.2,-0.3
52.62,0.3,-0.3
52.63,0.3,-0.2
52.64,0.3,-0.3
52.65,0.3,-0.3
52.66,0.3,-0.3
52.67,0.2,-0.4
52.68,0.1,-0.4
52.69,0.1,-0.4
52.7,-0.1,-0.5
52.71,-0.1,-0.4
52.72,-0.2,-0.4
52.73,-0.1,-0.3
52.74,-0.1,-0.3
52.75,-0.1,-0.3
52.76,0.1,-0.3
52.77,0.1,-0.4
52.78,0.1,-0.3
52.79,0,-0.5
52.8,0,-0.4
52.81,-0.2,-0.5
52.82,-0.3,-0.4
52.83,-0.4,-0.4
52.84,-0.5,-0.4
52.85,-0.4,-0.3
52.86,-0.5,-0.4
52.87,-0.3,-0.4
52.88,-0.4,-0.6
52.89,-0.2,-0.6
52.9,-0.2,-0.8
52.91,-0.2,-0.8
52.92,-0.2,-0.8
52.93,-0.2,-0.8
52.94,-0.2,-0.8
52.95,-0.4,-0.6
52.96,-0.4,-0.5
52.97,-0.5,-0.4
52.98,-0.5,-0.3
52.99,-0.4,-0.3
53,-0.5,-0.3
53.01,-0.3,-0.4
53.02,-0.3,-0.3
53.03,-0.1,-0.4
53.04,-0.1,-0.4
53.05,0,-0.4
53.06,0.1,-0.4
53.07,0.1,-0.5
53.08,0,-0.6
53.09,0,-0.6
53.1,0,-0.6
53.11,-0.2,-0.6
53.12,-0.2,-0.5
53.13,-0.4,-0.5
53.14,-0.4,-0.5
53.15,-0.4,-0.4
53.16,-0.4,-0.3
53.17,-0.5,-0.3
53.18,-0.3,-0.3
53.19,-0.2,-0.3
53.2,-0.2,-0.3
53.21,-0.2,-0.3
53.22,-0.2,-0.3
53.23,-0.3,-0.3
53.24,-0.4,-0.1
53.25,-0.6,-0.1
53.26,-0.6,0.1
53.27,-0.6,0.2
53.28,-0.6,0.4
53.29,-0.7,0.3
53.3,-0.6,0.3
53.31,-0.7,0.4
53.32,-0.6,0.3
53.33,-0.6,0.2
53.34,-0.5,0.3
53.35,-0.3,0.3
53.36,-0.3,0.3
53.37,-0.2,0.4
53.38,-0.2,0.4
53.39,-0.1,0.4
53.4,0,0.4
53.41,0,0.4
53.42,0,0.3
53.43,0,0.4
53.44,-0.1,0.2
53.45,0,0.2
53.46,-0.1,0.1
53.47,-0.1,-0.1
53.48,-0.1,-0.1
53.49,-0.2,-0.2
53.5,-0.3,-0.1
53.51,-0.3,-0.1
53.52,-0.5,-0.1
53.53,-0.6,-0.1
53.54,-0.7,-0.2
53.55,-0.8,-0.3
53.56,-0.8,-0.6
53.57,-0.7,-0.8
53.58,-0.7,-0.8
53.59,-0.5,-0.9
53.6,-0.3,-0.7
53.61,-0.2,-0.6
53.62,-0.1,-0.4
53.63,0,-0.2
53.64,-0.1,0
53.65,-0.3,0
53.66,-0.5,0.1
53.67,-0.7,0.1
53.68,-1,0.2
53.69,-1.2,0.3
53.7,-1.3,0.3
53.71,-1.4,0.4
53.72,-1.4,0.6
53.73,-1.5,0.6
53.74,-1.5,0.6
53.75,-1.4,0.5
53.76,-1.5,0.6
53.77,-1.5,0.5
53.78,-1.5,0.4
53.79,-1.4,0.4
53.8,-1.4,0.4
53.81,-1.4,0.4
53.82,-1.4,0.4
53.83,-1.4,0.5
53.84,-1.4,0.5
53.85,-1.3,0.7
53.86,-1.3,0.6
53.87,-1.2,0.7
53.88,-1.2,0.6
53.89,-1.2,0.6
53.9,-1.3,0.6
53.91,-1.4,0.5
53.92,-1.6,0.4
53.93,-1.6,0.5
53.94,-1.7,0.4
53.95,-1.6,0.4
53.96,-1.4,0.5
53.97,-1.1,0.5
53.98,-0.9,0.4
53.99,-0.7,0.5
54,-0.6,0.5
54.01,-0.4,0.4
54.02,-0.5,0.4
54.03,-0.3,0.3
54.04,-0.3,0.4
54.05,-0.2,0.3
54.06,-0.2,0.3
54.07,0,0.3
54.08,0,0.2
54.09,0,0.1
54.1,0.1,0.2
54.11,0,0.2
54.12,0.1,0.2
54.13,0.1,0.2
54.14,0.1,0.3
54.15,0.1,0.2
54.16,0.3,0.2
54.17,0.4,0.2
54.18,0.5,0.2
54.19,0.7,0.2
54.2,0.9,0.3
54.21,0.9,0.2
54.22,1,0.2
54.23,1,0.1
54.24,1,0.2
54.25,0.9,0.2
54.26,0.8,0.3
54.27,0.6,0.3
54.28,0.5,0.5
54.29,0.3,0.6
54.3,0.2,0.8
54.31,0.2,0.8
54.32,0.3,0.8
54.33,0.5,0.8
54.34,0.6,0.6
54.35,0.8,0.5
54.36,1.1,0.4
54.37,1.1,0.2
54.38,1.3,0.2
54.39,1.3,0.2
54.4,1.2,0.2
54.41,1.1,0.3
54.42,0.9,0.2
54.43,0.7,0.3
54.44,0.5,0.1
54.45,0.2,-0.1
54.46,0.2,-0.2
54.47,0.1,-0.4
54.48,0.2,-0.5
54.49,0.4,-0.6
54.5,0.5,-0.6
54.51,0.5,-0.5
54.52,0.4,-0.4
54.53,0.2,-0.4
54.54,0,-0.3
54.55,-0.3,-0.2
54.56,-0.5,-0.2
54.57,-0.8,-0.3
54.58,-0.8,-0.3
54.59,-1,-0.3
54.6,-1,-0.5
54.61,-1,-0.4
54.62,-1,-0.6
54.63,-1,-0.4
54.64,-0.9,-0.5
54.65,-0.8,-0.3
54.66,-0.7,-0.1
54.67,-0.7,0
54.68,-0.6,0.1
54.69,-0.7,0.2
54.7,-0.7,0.2
54.71,-0.7,0.1
54.72,-0.7,0.1
54.73,-0.7,0
54.74,-0.7,-0.1
54.75,-0.7,-0.1
54.76,-0.6,-0.2
54.77,-0.5,-0.1
54.78,-0.3,-0.1
54.79,-0.3,0
54.8,-0.1,0
54.81,-0.1,0
54.82,0.1,0.1
54.83,0,0.1
54.84,0.1,0.1
54.85,0.2,0.1
54.86,0.1,0.1
54.87,0.2,0
54.88,0.3,-0.1
54.89,0.4,-0.1
54.9,0.5,-0.2
54.91,0.6,-0.2
54.92,0.7,-0.2
54.93,0.9,-0.3
54.94,0.8,-0.2
54.95,0.8,-0.3
54.96,0.6,-0.4
54.97,0.5,-0.2
54.98,0.4,-0.2
54.99,0.3,-0.1
55,0.3,0
55.01,0.3,0.1
55.02,0.3,0
55.03,0.4,0
55.04,0.5,-0.1
55.05,0.5,-0.2
55.06,0.7,-0.4
55.07,0.7,-0.3
55.08,0.8,-0.3
55.09,0.9,-0.2
55.1,1,-0.2
55.11,0.9,0
55.12,0.8,-0.1
55.13,0.5,-0.1
55.14,0.2,-0.2
55.15,-0.1,-0.3
55.16,-0.3,-0.3
55.17,-0.5,-0.3
55.18,-0.5,-0.2
55.19,-0.4,-0.1
55.2,-0.3,0
55.21,-0.2,0.1
55.22,0,0.1
55.23,0.1,0.1
55.24,0,0.1
55.25,-0.1,0
55.26,-0.3,0
55.27,-0.4,0
55.28,-0.6,0.1
55.29,-0.6,0.2
55.3,-0.6,0.3
55.31,-0.6,0.4
55.32,-0.6,0.4
55.33,-0.4,0.4
55.34,-0.4,0.3
55.35,-0.2,0.2
55.36,-0.1,0.2
55.37,0.1,0.2
55.38,0.3,0.2
55.39,0.4,0.3
55.4,0.6,0.2
55.41,0.6,0.3
55.42,0.5,0.2
55.43,0.4,0.2
55.44,0.3,0.2
55.45,0.1,0.2
55.46,-0.1,0.1
55.47,-0.1,0.2
55.48,-0.1,0.2
55.49,0.1,0.2
55.5,0.2,0.3
55.51,0.5,0.4
55.52,0.6,0.3
55.53,0.8,0.5
55.54,0.9,0.5
55.55,0.9,0.5
55.56,0.8,0.6
55.57,0.7,0.6
55.58,0.6,0.5
55.59,0.5,0.4
55.6,0.4,0.3
55.61,0.3,0.1
55.62,0.4,0
55.63,0.5,-0.1
55.64,0.7,0
55.65,0.9,-0.1
55.66,1.1,0
55.67,1.1,0.1
55.68,1.1,0.1
55.69,1.1,0.1
55.7,0.8,0.1
55.71,0.6,0
55.72,0.5,0
55.73,0.2,0
55.74,0.1,0
55.75,0.1,0
55.76,0,0
55.77,0.1,-0.1
55.78,0.2,-0.1
55.79,0.3,0
55.8,0.3,-0.1
55.81,0.4,-0.1
55.82,0.4,0
55.83,0.5,0.1
55.84,0.5,0.2
55.85,0.5,0.2
55.86,0.5,0.2
55.87,0.6,0.3
55.88,0.4,0.2
55.89,0.3,0.1
55.9,0.2,0.1
55.91,0,0
55.92,-0.3,0
55.93,-0.4,0
55.94,-0.6,0.1
55.95,-0.7,0.1
55.96,-0.6,0.2
55.97,-0.5,0.2
55.98,-0.2,0.3
55.99,0,0.3
56,0.2,0.4
56.01,0.4,0.3
56.02,0.4,0.3
56.03,0.3,0.2
56.04,0.2,0.2
56.05,0,0.2
56.06,-0.2,0.2
56.07,-0.3,0.2
56.08,-0.3,0.2
56.09,-0.2,0.1
56.1,-0.1,0
56.11,0,0
56.12,0.1,-0.1
56.13,0.1,-0.2
56.14,0.1,-0.2
56.15,0,-0.1
56.16,-0.2,-0.2
56.17,-0.2,-0.1
56.18,-0.2,-0.1
56.19,-0.2,-0.1
56.2,-0.1,0
56.21,0,-0.1
56.22,0.1,-0.1
56.23,0,-0.1
56.24,0.1,-0.3
56.25,0.1,-0.3
56.26,0,-0.4
56.27,0.1,-0.4
56.28,0.1,-0.3
56.29,0.2,-0.2
56.3,0.2,-0.2
56.31,0.2,0
56.32,0.3,0
56.33,0.1,0
56.34,0.1,-0.1
56.35,-0.1,-0.2
56.36,-0.2,-0.3
56.37,-0.3,-0.5
56.38,-0.3,-0.5
56.39,-0.3,-0.6
56.4,-0.3,-0.6
56.41,-0.3,-0.6
56.42,-0.3,-0.4
56.43,-0.3,-0.4
56.44,-0.3,-0.3
56.45,-0.4,-0.3
56.46,-0.3,-0.3
56.47,-0.2,-0.4
56.48,-0.2,-0.4
56.49,-0.2,-0.5
56.5,-0.2,-0.5
56.51,-0.2,-0.4
56.52,-0.1,-0.5
56.53,-0.2,-0.3
56.54,-0.1,-0.3
56.55,0,-0.4
56.56,0.1,-0.4
56.57,0.1,-0.5
56.58,0.2,-0.6
56.59,0.3,-0.6
56.6,0.2,-0.7
56.61,0.2,-0.6
56.62,0.1,-0.6
56.63,0,-0.5
56.64,0,-0.4
56.65,0,-0.4
56.66,0.1,-0.3
56.67,0.1,-0.4
56.68,0.3,-0.5
56.69,0.3,-0.5
56.7,0.4,-0.6
56.71,0.3,-0.6
56.72,0.3,-0.6
56.73,0.2,-0.5
56.74,0.1,-0.4
56.75,0.1,-0.4
56.76,0.2,-0.3
56.77,0.2,-0.3
56.78,0.4,-0.3
56.79,0.5,-0.3
56.8,0.7,-0.3
56.81,0.7,-0.5
56.82,0.7,-0.5
56.83,0.7,-0.7
56.84,0.5,-0.8
56.85,0.3,-0.8
56.86,0,-0.9
56.87,0,-0.8
56.88,-0.2,-0.6
56.89,-0.1,-0.5
56.9,0,-0.4
56.91,0,-0.2
56.92,0.1,0
56.93,0,0
56.94,-0.2,0.1
56.95,-0.4,0.1
56.96,-0.6,0.3
56.97,-0.9,0.3
56.98,-1,0.3
56.99,-1.2,0.4
57,-1.2,0.4
57.01,-1.2,0.4
57.02,-1.1,0.4
57.03,-1,0.5
57.04,-0.8,0.6
57.05,-0.8,0.6
57.06,-0.8,0.6
57.07,-0.9,0.6
57.08,-0.9,0.7
57.09,-1.1,0.6
57.1,-1.2,0.7
57.11,-1.3,0.8
57.12,-1.3,0.8
57.13,-1.2,0.9
57.14,-1.2,0.9
57.15,-0.9,0.8
57.16,-0.8,0.9
57.17,-0.7,0.8
57.18,-0.5,0.7
57.19,-0.7,0.8
57.2,-0.7,0.7
57.21,-0.9,0.8
57.22,-1.1,0.9
57.23,-1.3,1
57.24,-1.4,1.2
57.25,-1.5,1.2
57.26,-1.6,1.4
57.27,-1.5,1.4
57.28,-1.4,1.3
57.29,-1.3,1.2
57.3,-1.1,1
57.31,-1,0.8
57.32,-0.7,0.6
57.33,-0.7,0.4
57.34,-0.6,0.2
57.35,-0.6,0.1
57.36,-0.7,0.2
57.37,-0.8,0.1
57.38,-0.8,0.2
57.39,-0.8,0.1
57.4,-0.7,0.1
57.41,-0.7,-0.1
57.42,-0.7,-0.2
57.43,-0.6,-0.4
57.44,-0.7,-0.5
57.45,-0.8,-0.5
57.46,-0.8,-0.4
57.47,-0.8,-0.4
57.48,-0.9,-0.2
57.49,-0.9,-0.2
57.5,-0.8,-0.2
57.51,-0.8,-0.2
57.52,-0.7,-0.2
57.53,-0.7,-0.1
57.54,-0.7,-0.1
57.55,-0.6,-0.1
57.56,-0.5,0.1
57.57,-0.5,0.1
57.58,-0.2,0.2
57.59,-0.1,0.1
57.6,0,0.1
57.61,0.1,0
57.62,0,0
57.63,0,-0.1
57.64,-0.2,0
57.65,-0.4,0
57.66,-0.4,0
57.67,-0.4,0
57.68,-0.3,0
57.69,-0.2,0.1
57.7,0.1,0.2
57.71,0.2,0.2
57.72,0.5,0.2
57.73,0.6,0.2
57.74,0.6,0.2
57.75,0.5,0.1
57.76,0.3,-0.1
57.77,0,-0.1
57.78,-0.2,-0.2
57.79,-0.3,-0.3
57.8,-0.4,-0.4
57.81,-0.3,-0.4
57.82,-0.2,-0.4
57.83,0.1,-0.4
57.84,0.2,-0.2
57.85,0.3,-0.2
57.86,0.3,0
57.87,0.2,0.1
57.88,0,0.1
57.89,-0.2,0.2
57.9,-0.3,0.1
57.91,-0.3,0
57.92,-0.2,0
57.93,-0.2,-0.1
57.94,0,-0.3
57.95,0.2,-0.3
57.96,0.2,-0.3
57.97,0.4,-0.4
57.98,0.4,-0.2
57.99,0.4,-0.2
58,0.3,-0.1
58.01,0.1,0
58.02,-0.1,-0.1
58.03,-0.3,-0.2
58.04,-0.3,-0.2
58.05,-0.5,-0.2
58.06,-0.4,-0.2
58.07,-0.3,-0.2
58.08,-0.2,-0.1
