condition,width
S206_pink_StrideIntervals,0.314059024197749
S206_selfPaced_StrideIntervals,0.344276358130033
S206_white_StrideIntervals,0.546824718453458
S208_pink_StrideIntervals,0.344857779186266
S208_selfPaced_StrideIntervals,0.268841914191952
S208_white_StrideIntervals,1.19792341952913
S210_pink_StrideIntervals,0.724830028821695
S210_selfPaced_StrideIntervals,0.418889731812807
S210_white_StrideIntervals,0.581210421445497
